ReviewID,ProductID,Title,Description,Label
10515,1176,The last speakers you will ever need!,"I just purchased the T305 home theater system. I am running the T305 with my old KHT 3005(which still kick butt) through a Yamaha RX-A3070 A/V receiver for a 9.2 sound system. The T305 are just awesome. The sound and the look fits in with the flat screen t.v. I have listened to everything from simple stereo to Dolby Atmos. The sound fills the whole room, the subwoofer delivers the bass that can shake the windows. You know they passed the test when my wife, who could care less about how things sound, says she is impressed with the way they look and sound. There is no reason to have standing speakers for big sound anymore. These are simple speakers that make it sound like you are in the middle of whatever you are playing.",
10516,1343,It's a KEF.  You can't go wrong with the M400 especially at the discounted price!,Very nice smooth and clear sound.  Comfortable fit.,
10517,1159,Unbeatable for the money,"The KEF Q900 is the backbone of my 7.0 surround sound listening studio, with four of them comprising my Front Left and Right, and Surround Left and Right speakers. My classic KEF 104/2 is the Center, and two Revel M16s as Height Left and Right. The Q900 has the quality of a speaker 4X its price, and as such is the proud center of my system.",
10518,1175,Buy these speakers,Extremely easy to assemble and install.  Absolutely flawless fit and finish.  Sound quality is amazing.  No such thing as buyers remorse with these speakers.,
10519,1199,Great Headphones,"Style quality and comfort could not be better.  They have a nice bright sound, but bass could be more pronounced.",
10520,1163,"Bought these for my 31 year old son for Christmas! He is recently married in his own home, and these were on his wish list! He absolutely loves them! When we were","They sound awesome! My son has had many speakers , and hecsaid thesevare top shelf for the money",
10521,1474,Great little speaker,"Just to reiterate - exceptional SQ, lousy app.

Also I didn't realize streaming over wifi is only supported from ios/android, and there's no desktop driver for either macos or windows available. Not-so-wireless indeed.

Also, I've hooked up rythmik sub to these, and after a little playing with the settings, was able to achieve decent integration, even though 'advanced' mode settings were far from my ideal (probably aimed at HT applications?).

Would've been all-5-star if not for the app...",
10522,1343,sound great,Bought them as a gift for my son he really liked the sound and said they were great for making and mixing music,
10523,1474,Great sound and build quality!,"The ls50 speakers sounded great and was very pleased with them, however i wanted to try the powered ls50w speakers due to the reviews.  I was not disappointed.  There was a noticeable improvement in sound quality.  I had a high end audio amp and pre-amp but the integrated ls50w system was a noticeable improvement.  I would highly recommend them!",
10524,1143,Outstanding,"They sell themselves.  So far at 14 pair as my family and guests here them.  That pretty much speaks for itself, right?",
10525,1200,Truly the best so far,"These is ear headphones are the best sounding devices I have listened to so far. I am comparing then to sennheiser and audio technica. In my opinion those are highly reputable brands. Now, I am also a kef fan.",
10526,1153,The R100s are perhaps the best small speaker value extant . . . and that includes the highly regarded LS50s.,"It's safe to say that these speakers are almost ‘impossibly good’.  By that I mean when compared with much more expensive Reference speakers in Premier KEF line, or even with the KEF Blades (we own and love a pair of these), one is astonished at how close this thousand dollar pair of modestly sized speakers gets to a no-cost-no-holds-barred loudspeaker.  With a competent subwoofer system, the difference between these little gems and KEF Reference line models becomes really quite subtle.  Indeed my wife can't hear the difference between these and the Blades without a direct A/B comparison (full disclosure: my wife is not any version of an audiophile).  However, in a direct A/B comparison, they are not embarrassed by the Blades.  Most speakers this size are.

An examination the speaker with its magnetic grill detached reveals why they get so close to the Blades – they are sporting a modified and mass-produced version of the midrange-tweeter integrated assembly from the KEF Reference line and the Blades.  I would say that the R100 is not quite as smooth on vocals, but they have the same kind of amazingly seamless sound of their big brothers (the KEF Reference series and Blades), and at an astonishingly small fraction of the price.  Of course when you get into the Reference Series, you get individually tweaked and tested drivers, a frequency response curve – if you're into that sort of thing – (but if you're spending that kind of money on speakers you probably are into that sort of thing!)

Their midbass and upper bass is actually pretty impressive and convincing, but it's pretty clear the low bass (50-60 Hz and down) is just not there.  Paired with a good subwoofer system, that one easily audible deficiency is mitigated, and you're listening to some rather small speakers that have a very big apparent sound.  The level of fit and finish is remarkable as well.  

These speakers are simply overachievers in every sense of the term, and I would not be surprised if one of the problems for KEF is that the R line is just so good for the money that it is sometimes pulling buyers away from their Reference Series  . . .  And perhaps even from the Blades.

Highly recommended, superbly neutral, and almost 'impossibly good'.
",
10527,1176,Great Speakers,"I had read some reviews of these speakers and based on them decided to purchase them fro my newly set up home theater.  I paired them with the Denon 6400 amp.

First, these speakers are just as thin as I imagined.  They are ultra thin and I was skeptical they would sound as good as my big speaker systems from the 60s and 70s.  Was I ever surprised.  These speakers have ultra clear voice broadcast and sound absolutely great.  I have not fully populated the 11.2 system  with speakers yet, but that will be a future effort.

These speakers sound super great and clear.  I have tried different venues, sports..movies...games and they all sound great.  In addition I was a little concerned with music quality but these speakers have great highs, midw and lows.  Goodbye big bulky speakers.  

The quality of sound is not the only quality of the product.  The brackets that hold them to the wall were very sturdy and have a hole in the bracket to allow the wiring to come in from behind the speaker out of the wall and into the speaker wire clamps.  I purchased some gold plated speaker terminals and they slid right into the speaker female receivers without a problem.  If you run the wires behind the wLL these speakers have a nice clean visual effect.

Finally, the packaging of the speakers was very good and I cannot imagine them getting damaged in shipment.  The installation instructions were clear and easy to follow.",
10528,1342,"They are KEF, no other reason needed",In choosing 5 Christmas gifts (one for me) sticking to getting for others what I would get for myself and wanting quality but paying attention to my Christmas budget I chose the M-100's.,
10529,1350,Decent desktop speaker at good price,Sounds great as a pair of desktop speakers. Very suitable for small room or desktop use. Color in white is elegant.,
10530,1264,Stylish speakers with impressive sound,"These are a great set up speakers, with excellent sound and a sleek design. During my research, I learned that these speakers need a ""breaking in"" period of roughly 50 to 60 hours to obtain optimal sound. I loved these speakers when I first installed them, but have notice a richer sound the more I used them. Highly recommend them. ",
10531,1350,Incredible desktop sound!,"I've had 2 pairs of Kef Egg speakers for 1.5 years now. One in my office, one in the boardroom. Every single time I turn them on they amaze me with the performance. I have one paired with a Kef dual subwoofer which really fills in the low end, leaving no frequency underrepresented. The warmth and depth from such a compact design is truly amazing. 

The few changes I would make would be.
1. A longer cable that ties L & R speaker together. I have quite a large desk and the cable is fully extended and not in the perfect place yet. 
2. The remote is quite cheap feeling for premium speakers. It would be great to see a aluminum machined remote or even one with a more premium feel.",
10532,1474,Awesome,"Fantastic quality of sound and construction. A great pleasure to listen, and a great pleasure to deal with the people  at KEF. Overall a five star rating. Thank you, KEF",
10533,1574,Best bang for buck subwoofer on the market,"If you're looking at KEF then you're probably seeking a certain type of sound quality. You're looking for responsive and tight audio that scales with volume and sounds cleaner than a space satellite construction room. My one concern going into this was that for the $500-$700 range, you wouldn't find a tight and powerful subwoofer as you only start to experience that in the $1200+ range. KEF has surprised me here! The subwoofer remains clean and tight throughout the range without any one frequency droning louder. It has sleek looks to match the quality bass sound. 

I do wish there was a phase dial rather than a 0-180 switch but that's a small concern and shouldn't affect those with ample placement options. I have 2 places that I can put the sub so the sweet spot is off by a few feet but it's not a big deal because it still sounds great. The only reason I am giving this subwoofer a 4/5 for sound quality is because I have heard KEF's Reference 8b subwoofer and wish this sounded a bit more like that. The build quality and value for dollar is excellent though which is why my recommendation is 5/5. 

I went to this from an SVS SB-2000 and think this sounds miles better. 

Cheers and  happy listening!",
10534,1174,Beautiful floor stands,"Those floor stands are as sleek as the speakers. I really liked the fact that they are internally wired. So once you mount the speaker, you connect the wires to the bottom platform of the stand. No need to route the wire from the bottom of the stand to the speaker.",
10535,1176,Awesome design and sound quality,"The T-305 earned design awards for a reason - the speakers are just so sleek. The set comes with 4 speakers for front and back, a center speaker and a subwoofer. The kit comes with brackets for wall mounting, which works super well for the front speakers and center speaker, if your flat screen TV is wall mounted, and alternatively, they also come with vertical mounts, in case you want to place them on top of your media center or on bookshelves. If you intend to put the speakers on the floor, you will need to order floorstands (sold in pairs). We ordered a pair of floorstands for the rear speakers,  mounted the center and front speakers on the wall, around the TV, and placed the subwoofer on the floor, next to the media center. The sound quality is awesome but remember that you will need a decent receiver to connect the speakers to.  We are using a 7.2 channels receiver with 4 K capability and Dobly Atmos. I highly recommend those speakers but note those are small speakers. Yet, unless you have a cavernous room, it is more powerful than most people will ever need.",
10536,1163,"Excellent, bought for my in-house music studio.","Equal  to my JBL pro studio monitors but with a better sound stage. To be fair the JBL speakers are near-field and are on the studio desk. The KEF's sound is very open with tight bass, Keep in mind because of their size you need to keep them close enough to each other or you will de-couple the bass. On that same note separate them within the bass coupling limits for optimal sound staging. Running bi-wired until I can get Yamaha amp setup for bi-amping. The Yamaha is set to direct mode which bypasses all tone control circuits. Mine are about 7 feet apart on spiked speaker stands and the bass is very full and tight and as mentioned before the sound staging is incredible. These speakers are a perfect example of ""less is more"" and for the sale price are simply unbeatable.",
10537,1430,Upgrading...,"Having the Xmas sale knock off $100 on a pair of HTS3001 satellite speakers made upgrading my HTS3001 5.1 setup to 7.1 a no-brainer.  Already loved the 5.1 setup, which is perfect for my small family room; cnn't wait to hear this improvement.",
10538,1200,DECENT SOUND . Horrible fit,"Cant get these to fit or stay in my ears . Keep slipping out . Makes sense why they are on sale . I agree with a previous reviewer. Can’t recommend them due to the fit . I even had 2 of friends try them and they couldn’t keep them in their ears . Kept falling out, or more important slipping out  to make the sound quality terrible . Need to fix the fit!!!!!!!!",N
10539,1163,Tremendous Value,"Although many would disagree I tend to prefer good quality vintage loudspeakers - I feel I'm getting better sound for my dollars. However, I decided to give these Q100's a try as the price was so reasonable (assuming they met expectations).  Totally not disappointed. Although not fully broken in yet they have excellent clarity and balance and the mid-range is sweet. ",
10540,1175,"Clean look, crisp sound",I was about to do the in-wall install until I discovered this offering.  Questioned if speakers as thin as these could produce the quality of sound I expected from a home theater setting. Pleasantly surprised at the crisp clear sound and clean look. Very happy with the quality as well. Thumbs up!,
10541,1160,"Great sound, surprisingly full and well rounded","I bought a pair of Q700's as fronts for a home theater (and music listening).  I've been a little surprised by their depth as I expected less out of ~6"" woofers.  However, they are rich, full, and warm.   I had tried a lot of speakers and chose the Q700's over various Klipsch, Polk, and ELAC.  I've been so impressed with their ability to go  loud and big with movies, but subtle and accurate with classical music.  I just purchased additional Q700's to round out the rest of my home theater.  I've been really impressed with KEF's customer service team and their willingness to work with customers.  Thanks so much guys!",
10542,1162,these are great speakers,"the sound is unreal for music & tv that you do not even need a sub.
the highs mid & bass sound great.",
10543,1474,Best sound stage yet," The LS50's deserve their many excellent reviews.   I can say that I agree with every credit and plaudit
they have earned.   I am very pleased with the digital to analog conversion results on my first week's
music streaming.   I had been researching high end DAC equipment, but have put that acquisition on hold
pending auditing all available high end streaming sources.     In my current setup, with the speakers 9 ft.
apart, when I walk toward and between them I can't tell very well where the sound is coming from;  the
speakers have seemingly disappeared.    This is the sound stage I have been looking for.   Good work KEF!",
10544,1162,Fantastic Speakers,When I turned these speakers on they sounded huge. I mean it might be the acoustics of my room but for bookshelfs these fill the room. Bass is extremely tight. This is a lively pair of speakers with extremely clear mids. Currently elated with my purchase thanks kef!,
10545,1264,Amazing,The sound great and look great. Exactly what I needed to fit in with a new 65 inch TV.  Sub puts out great low end. Was not expecting as much due to their size but they really fill out the room.,
10546,1162,"Love the KEF sound-Detailed, accurate and uncolored. What more can you ask for.","Love the sound of my Q300s. I am retired and I have them in my office at home and they slow me down at times when it comes to my production. LOL
",
10547,1531,Natural,"Bought these to replace a set of old Mission 773 floorstanding speakers (which are closer in size to the Q550. After a couple of weeks of listening, I'm definitely thrilled with the purchase. The sound is pure with minimal coloration and, like my old speakers, the soundstage imaging is great (and even better than what I had). Also, the customer service team was incredibly helpful and responsive. ",
10548,1511,Have a star nut installation tool handy.,"The enclosed instructions simply show you attaching the base plates to the leg.  In actuality, you need to drive 8 star nuts into the legs to screw the plates into.  This is not a simple task.   It will be a $30 dollar tool or a DIY tool (see youtube) to accomplish it.  Even if this is the best acoustical method (?), it's lousy that no mention is made of, or description provided, the installation process.  As mentioned in the other review, the top plates are very small for the LS50 speakers and there is no way to affix the stand/speakers.  I'm really disappointed. ",
10549,1509,KEF's standard of great sound.,"I have received many compliments in how my Muo sounds. Full and balanced .
I love the style and colors.I have a blue one and my girlfriend has the pink one.
Well made solid and heavy which speaks quality.",
10550,1572,Great match for LS50,"The smaller 8” driver in the KUBE8b makes it an excellent companion to the KEF LS50. I use it in my home office as a 2.1 system. 
",
10551,1165,A pleasure to ears and eyes,"Great sounding centre channel speaker. Delivers crisp clear dialogue and fills the gap for my amazing Q100 speakers when listening to music. As for looks, this is the centre piece of my home entertainment system. Gorgeous in white! Couldn't be happier for the money spent.",
10552,1350,Excellent speakers with fantastic sound and great connectivity choices.,I bought a pair of these for myself a couple of weeks earlier and liked them so much I decided to get a pair for my teenage son's birthday.  The sound is phenomenal.  No fatigue and a sense of spaciousness that is astounding for a speaker this small.  Even my wife noticed how much better they sounded compared to what used to be in our bedroom.  The connectivity options are fantastic.  I connect via optical from a high end music server.  I am sure my son will use the blutooth.,
10553,1512,Custom single post speaker stands,"Great speaker stands. Well built, solid. Look great with my KEF 50 speakers. ",
10554,1350,Great product but will automatically shut off,"It is indeed a speaker with great sound considering its size. however, it will automatically shut off every 15 min. This is be quite annoying as pc speakers. Hope some sort firmware update could deal with this problem. ",N
10555,1527,Great sound from a small package.,Used in a small home office with Yamaha CD player.   Exceptionally clear vocals.  Easy and pleasant listening experience.,
10556,1566,A must have for your KEF  LS 50s,A beautiful finish and a great supplement to my wonderful sounding LS 50s. Fit and finish is perfect and holds the LS50  perfectly,
10557,1526,Worth Every Penny,Incredible amount of detail while sounding fantastic across all frequencies. Directly compared to a pair of JBL LSR305s and the Q150 are a noticeable upgrade. In a desktop setup you may even be fine without a sub woofer as these are able to deliver an amazing amount of bass for their size.,
10558,1509,"Great speaker, connectivity firmware could use a kick up the arse","The sound quality from the unit is fantastic which is where the problem starts... I was so impressed I bought a second speaker to mate and play stereo and the connectivity really leaves a lot to be desired. Not helped by the fact that the hieroglyphic based manual is completely inadequate for a product of this price and prestige. I have found finally found a method to make the speakers pair reliably and I'm very happy but a friend of mine to whom I recommended this product is still unbelievably frustrated and he's a freaking PhD in neuroscience. Which makes me think I just got lucky. So in summary the speaker. sounds absolutely fantastic and has easily filled the void left by active studio monitors in my large living room, but be prepared for some serious cuss words as you first tried to get stereo speakers paired.",
10559,1528,5 Stars,I'm happy.,
10560,1163,Happy with purchase,Excellent detail and amazing imaging.,
10561,1163,Best Speakers period.,"Sound is very detailed, Supports Bi amping, You can't go wrong with this Speakers.",
10562,1163,Performs as well as other speakers costing much more,"Due to the relocation of my stereo system, I  could no longer use my Paradigm Studio 60s.   The system now sets on a hearth by the fireplace, and is about one foot higher, requiring the speaker to be lower.  I built shorter stands providing at-ear  level listening.  
I began a search for a speaker with front ports.
After many trials with different speakers, I purchased the Kef Q100s.   The sound is well beyond my expectation.  Crisp, clear, with a large sound stage.    No coloration was heard.  I am pleased with their performance. It is much better than others costing much more.  Until now, I had never heard Kef speakers, rather I have always purchased Paradigm.   These actual rival my Studio 60’s.   ",
10563,1163,Wonderful little bookshelf speakers,"Hard to knock these for anything given the price I paid ($300 CAD new). Vocals are amazing, detail is dizzying. Having treble and bass emanating from essentially a single point source really sounds amazing. Tremendous amount of bass for their size too, you can skip the subwoofer for many applications in smaller rooms. But one caveat, these are not great for some kinds of hip-hop... hip-hop tends to expose that tremendous bass as ""one-note bass"". After I heard it, I couldn't un-hear it, I suppose it's the price of the Kef voodoo to get so much bass out of such a small driver and cabinet. Absolutely fantastic for all other applications, but a tough call for hip-hop. Take a listen to the R series or LS50 and you can hear a full range of more realistic bass notes.  But like I said, for this price I don't think there is a better speaker and it's truly a stunning entry point into the world of hifi. ",
10564,1566,"Clean lines, solid build","It wasn't my original intention to purchase KEF-brand stands for my LS50s, but I couldn't find anything else that combined all the same ingredients quite as well: clean line, solid build, good weight, nice finish, ideal listening height, easy cable management, and easy fill. The KEF logo on the base is visible but not overbearing, much like the logo on the speakers themselves. Because the white stands were unavailable, I combined my white LS50s with grey stands to match the grey accent wall in the room. I'm pleased with the result. They neither feel nor look cheap.",
10565,1144,Perfect center channel,"I didn't plan on purchasing a matched center channel for my LS50s, but after a few days with them I knew it was inevitable. Because my center channel requires fairly close placement to the wall,  I found that the bass port insert did help keep dialogue that much more crisp and clear, while allowing me to keep my left and right speakers wide open. Like many home theater users, I've struggled over the years with muddy dialogue, and this arrangement cures that problem handily.",
10566,1163,Excellent sound,I have never had a pair of speakers like these.  Real audiophile sound for the price.   The sound is really clean and clear. Great price as well.,
10567,1163,Everything about these speakers are beautiful,Ya these are real nice.  10/10 would buy again.,
10568,1163,KEF Q100 Walnut speakers--outstanding value,"I was searching for a pair of quality bookshelf speakers for my office, and came across these at the KEF direct site.  I have been a KEF fan for years, and have iQ9 tower speakers and  a matching center channel in a home theater system at home.  The clearance price was very attractive, and the speakers arrived on time.  They look great, and sound even greater.  I am powering them with a Yamaha 2 channel amp with Bluetooth, and the sound is clear, crisp and the imaging characteristics are outstanding.  I'm very pleased with the purchase.",
10569,1509,Big Sound for such a Small Speaker but ...,"I thought it was odd to receive an email to review the product after I returned it, but here goes:

The speaker paired with my iPhone without problems.
It puts out a well balanced sound that is very musical unlike the bass heavy boomy sound of several of its competitors.

However, I purchased the speaker to use with an alarm clock radio app.  The speaker goes to sleep after a period of no use and does not wake up without manual intervention.
It did not make any difference as to whether it was connected with a cable or the blue tooth, once it goes to sleep, it ignores the input.
I contacted customer support hoping there was a firmware update that corrects this, but it's how the speaker was designed.  Energy efficient to a fault.
It's too bad as otherwise it is an excellent speaker.",
10570,1474,The future of Hi-Fi,"I have owned the passive model before and am quite familiar with the character and tone of this speaker. When the active (wireless) version was being announced, I knew eventually I had to purchase a pair. That happened a month ago. I have been very pleased! There is a noticeable improvement over the passive versions. They have better drive and convey emotional texture better, with a punchier sound and more extended bass.

Not only do they sound better (which is a huge achievement as the passive LS50 is an excellent product), but they allow for deep versatility that is not possible with a typical loudspeaker. I will echo the sentiments of the other people about the app - using streaming with the app is clunky, disorganized and frustrating. Thankfully Spotify does not use the KEF app, but I do not recommend using the KEF app to browse your music library. Instead, my suggestion is to use Roon. This takes the LS50 to an entirely new level, improving usability and functionality to an extent I did not think possible. For years, I have wanted to find a solution where I could remove all of the components in my listening space, and only have the speakers. With the LS50 Wireless speakers and Roon, this is a possibility. I have a computer in another room acting as the ""Core"", and the LS50s natively tap into that core and you can use the Roon app on your phone or tablet to browse your music library. In addition to that, Roon brings about a couple of other important features - a sliding volume control for the LS50s, a gripe I have with the KEF app, and also the ability to run an intelligent DSP. I use multiple subwoofers with my LS50s, and a parametric equalizer is important to achieve a flat bass response. Not only is the system smart and intelligent, it is highly functional and with removing all of the components in my space, I have reduced the amount of reflection points with no gear rack in the room and also with no computer or other components I have reduced the ambient noise in the room.

To me, this is the future of high fidelity. Some enjoy having the flexibility of a component system and want to swap things in and out, or go full old school and even use a record player. While that is certainly an appealing option, to me the ultimate use of the LS50 Wireless is through the use of Roon, an intelligent media player, with the beautiful flexibility of the Roon app, its excellent metadata and no requirement for an endpoint to connect to the LS50s. Yes, Roon is not cheap, but at $120/year that works out to $10/month, a worthy expense.

In short, should you choose the LS50 Wireless, I would highly suggest using Roon with them. However, even if you do not pursue that option, it is flexible enough to be used in a variety of other ways. It is an excellent product, with only a few small flaws on the software side. Highly recommended.",
10571,1163,What a pleasure!,"We had a pair of KEF Reference speakers for many years that we no longer have space for; giving our brother-in-law custody of them was one of the hardest things I've ever had to do, and I'm not even an audiophile. When we needed to replace our bookshelf speakers, we looked at KEF first, and at the sale price these were a no-brainer.  We set them up, cranked them up, and a sense of relief washed over me -- literally my first thought was, ""God, I've missed the KEFs!"" The clarity and balance of the sound is such a pleasure, I've still never experienced anything like it.  ",
10572,1573,Most musical sub!,"I have a larger, more powerful subwoofer from another manufacturer in my main system. I needed a more compact one for my office setup, to augment my KEF LS50's. I'm shocked at the quality of this unit's sound. It's fast attack and rapid decay is rare in a sub at this cost level, making it a bargain. It absolutely pounds me when asked, keeping right up with the LS50's in seamless harmony. I now want to replace the one on my main system with it's bigger brother, the Kube 12b!",
10573,1200,design makes a good fit impossible,"I like the sound when I can get the buds to fit properly, which is almost never.   The attached ear-hooks make a proper fit, which is difficult for me anyway because I need the largest tips, almost impossible.   I love other KEF products, so this was a serious disappointment.",
10574,1193,"Great, clean, crisp detailed sound","These are really great in-wall speakers - I was looking at mid/higher end  B&W and Martin Logans among others for built-ins.  I have these plus the same in the 160mm version in another room (space constraints).   They both sound great - basically indistinguishable.   

I like a clean, high-detail sound and these deliver -- I like the KEF sound.  As a reference,  Martin Logans are not my thing (too ""soft"", not crisp) but B&Ws generally sound good to me with the higher price speakers definitely delivering better sound for me).    My other reference is a set of KRK VXT-8 studio monitors.  Like other mid/higher-end KEF speakers I've listened to, these are the kinds of speakers where you can hear those little details that get lost on most crummy speakers - a vocalist drawing a quick breath, a brush of the fingers on the strings, a soft little brush back-beat on the drums behind everything else.    

 The bass on both this 200mm and the 160mm version is also very good - that is immediately apparent.  Unlike most in-wall speakers that are designed for use as part of a THX-type  AV system with a subwoofer, these seemed to be designed for hi-fi stereo audio and are rated down to 35khz (38khz for the 160s).      I am driving them with a JAMO/Klipsch DSP 500, type g/h DSP amp, 125w/channel x 4 with the DSP equalizer at neutral.  (That also happens to be a nice piece of hardware....)

All good, nothing bad.  ",
10575,1199,"So-so, for the price","Sound quality was quite ample on mid range (not so airy, though), a bit muffled on the highs, with practically non extant bass. Bass guitar was sounded like a regular 6-string one. Returned them after a week of listening, with some restocking fee paid.",
10576,1143,poor workmanship,"Sound is great, if not fantastic, for even spacious rooms, but the workmanship is quite poor: discoloration appeared on both mid-low and high speakers and, sadly, in two different tones, so I have two concentric shades on them. Additionally, one mid-low had to be replaced, as the foil started breaking apart in multiple places.",N
10577,1163,5 Star's,"Got these on sale for $ 250 through KEF store and what a bargain. After about 100 hours of break-in these speakers sound fantastic. Great bass response, mids and highs are good too. Paired with a good amp you will be impressed. ",
10578,1150,Amazing,Best speakers I ever owned.,
10579,1200,Nice sound.,They sound great.. They do not stay in my ear. Wish there was a way to order a smaller size so the earpiece would fit in my ear.,
10580,1474,Terrific sonic qualites......,"..... easy on the ear and eyes as well. Crisp, tight, well balanced audio, with high that sparkle and bass beyond what I expected from a speaker of this size. Listening is a delight!

I chose the wireless version because of the simplicity and convenience of an integrated system. For listener convenience it missed the mark by a mile. App needs work, remote is not illuminated,  status(power, modes) are only visible by looking down upon the speaker... not even a power on front light! I expect more from great company like KEF",
10581,1200,Great headphones,"Bought 1 last few months, it is really a great headphone, so just bought 2 more ;D. However the button of the controls is a little bit hard to press.",
10582,1143,"great speakers, especially at the price","My second pair of LS50s, these will replace a pair of Vandersteen 2C speakers.  In side-by-side listening, the KEFs are clearly more transparent, and they take up less real estate.",
10583,1209,"Good, but not great ",I had 4 8 inch Kef in ceiling speakers installed in my bedroom and they freaking rock! But I’m underwhelmed by this single speaker in my bathroom. I need to give it a break because it is water resistant so what  the heck do I expect?!?,N
10584,1143,"best ever, with KEF KUBE 10 Subwoofer.","I had a pair of KEF Q350, which sound quite good...but I got a Kube 10 subwoofer, so I needed more clarity. No answer more than LS50....superb sound and craftsmanship....",
10585,1514,Pretty good floor protectors.,"Look, they are not the flashiest, or most robust, but... they do exactly what they say they will at an affordable price. They keep the spikes on my speakers from damaging my wooden floors, and provide some acoustic isolation. I will buy more for my other floorstanders. ",
10586,1170,Amazing sound from such a thin speaker,"I have a T101C as my center channel with Q100s flanking it as L/R.  The depth and weight of the sound that comes out of this super-thin speaker is amazing.  I admit.  I was skeptical at first.  Then I ran Audyssey to calibrate it, and I was more than impressed.  If you get one expecting it to be an R600C, you will be disappointed.  But if you have a moderate setup, this will be more than enough.",
10587,1163,Little speaker - Big sound,Impressed with that speakers of this smaller size can deliver so much good sound.  Perfect for my desire to downsize physical speaker size and the front facing port makes it possible - they fit my needs like a glove.,
10589,1158,Amazing bass!!!,"I am running R900s as fronts and R300s as rears in my master bedroom. Got them this winter and they are amazing!   I also have the R600 center channel and the R400 subwoofer.  I love putting guests in my bed where it’s all geared.  They sit there with their mouths hanging open.   When I move from crisp clear rock sounds  to deep bass stuff like bass test “songs”, this sub vibrates and shakes my bed and really the whole room.  People go nuts!!!  I do too!!  

Clearly, this is the best system I have ever had. I used to think my Cerwin Vegas and Polk Audios were awesome.  Not in the same arena with these.  I’m already itching to upgrade to Reference!!  But then I ask myself why?  Could they really be THAT much better than this?  Are my ears capable of discerning any better balanced sound and clarity?  
So... back to the point here, if you want to truly rock your world, buy this subwoofer!!! ",
10591,1527,Great!,"These speakers are among the best in class in this price bracket.  For me, they sound wonderful.
Clear, precise, easily integrated with other components. 
They look stunning too. I understand why they're not shipped with covers, who want to cover that lovely face!?
Please note they're quite deep for a bookshelf speaker, if you're looking for something compact... ",
10592,1572,Great size and enough deep punch,Great deep sound with enough punch to get perfectly along with the LS50 system. Size is ideal to find a place. I definitely can recommend the Kube 8b,
10608,1152,Great speaker,"After a few weeks off listening, I am very happy with performance of that speaker. It is connected to Marantz HD-AMP1 amplifier and HD-CD1 player. Sound is super clear and natural to my ears.I was worried about bass , however was very pleased with it. I  don't think that I will add subwoofer.",
10610,1532,Worth the investment,"After years of satisfaction with my vintage EPI 360's, it was time to update.
After considerable reviews and listening rooms, the Q950's were selected.
The separation, and wide dispersion brings the subtle nuances within the music to notice.
Well worth my time and money.  ",
10611,1150,Very good speaker,These are wonderful; although I prefer my R900’s.,
10612,1200,Great earphones,"Good sound, bass could be stronger though. Earphones wouldn’t be recommended for people with small ears or people aged below 14/15. ",
10614,1574,Hands down the best relatively compact sub,"I was looking for a relatively small sub for my medium sized basement home theater. I needed some extra low end reach for my Goldenear Triton Three speakers and surrounds. The KEF fits the bill perfectly, even the matches the look with the gloss top and fabric sides. The KEF is an understated sub that does not draw much attention, which is good for the decor and spouse approval.  As for performance, it is unbelievable! Now movies and music have some extra depth (but not bloat) from the Kube 12b.  The real world measurements are impressive.  In my room, I can get a FLAT corrected EQ curve to 15Hz at about 75db  from Anthem Room Correction, WOW! I did a head to head with an SVS SB 2000 and the Kube12b produced 7-8db louder response from 15-25 Hz which is exactly where I want more output.  The corrected sub EQ curve for the SVS tailed off at about 18 Hz.  Needless to say I kept the KEF.  This is the best relatively compact sub hands down that won't overwhelm a room with its size!",
10615,1635,Excellent!,Just picked these up from my local Best Buy and they sound awesome. Major improvement compared to my old X300As. LS50 Wireless replaced my stereo in the living room and LSX has now become the only desktop speaker I will use.,
10616,1635,"Sounds good, compact, pricey","Very good speakers, the red cloth is nice, could be a bit cheaper. ",
10617,1635,Worth Every Penny,"I've had my eyes on KEF for years and finally decided to make the leap after noticing these speakers. I couldn't be happier with the decision. Keep up the great work, team KEF, I think you've earned a lifelong customer. Best wishes.",
10620,1200,Very disappointing,"These are clearly not $200 headphones, they are not $50 headphones (the price I paid on sale). They don't match at all the quality of the Phiaton's I have. I really wanted to love them, but don't. ",
10621,1474,"Excellent midrange and soundstage, apps need work. ","Most reviews on these speakers are spot on. The midrange and soundstage is clear and large. Female voices, guitars, and violins sounds extremely detail. Configuring the DSP will make the speaker's low end sound fuller. The only knock on these speakers is the iOS/Android app. There is a delay when selecting songs and it tends to be fickly displaying incorrect information. The beta gapless feature works some of the time. Hopefully that will be fix in future updates. I have these set in a 14X18 bedroom and it fills the room nicely. These speakers likes to play loud. At low volume the speaker doesn't show its full potential. I listen to a variety of music (classical, acoustic, jazz, rock). I highly recommend them if you want an all in one solution. ",
10622,1594,Amazing speakers- a must buy!,"I have owned LS-50s for a few years and decided to get the wireless LS50W for my bedroom. Amazing speakers straight out of the box and easy set up..  Phenomenal clarity - it sounds like the musicians are literally playing in my room. Great for any and all types of music- jass, rock, hip hop, classical, world music. I could not assemble a better setup for under $25K than this.",
